20140901,318210832,299508289
20140902,256769671,263426529
20140903,269621325,255020582
20140904,228090880,250191521
20140905,241499424,222213430
20140906,172166829,174549177
20140907,157214998,161753451
20140908,159105416,200119458
20140909,231092704,379334203
20140910,297706880,272946301
20140911,263994075,242904389
20140912,241499424,215741194
20140913,154950146,172724168
20140914,155468164,148813175
20140915,327757157,299508289
20140916,325195707,336975216
20140917,231424971,257496510
20140918,244722508,195878099
20140919,248744407,207111546
20140920,177331834,156429435
20140921,152935257,155283313
20140922,270479207,323468953
20140923,218254220,284500652
20140924,217241766,283444235
20140925,224394964,251843270
20140926,213485490,192365204
20140927,152195477,168943789
20140928,148480832,185175351
20140929,270479207,342877090
20140930,256769671,279232122
