20140901,234888160,223838784
20140902,215807120,242694944
20140903,208290384,227605840
20140904,236408688,254404224
20140905,208701584,233431280
20140906,224926688,249653536
20140907,202703040,244449168
20140908,207728592,248747120
20140909,221627552,247539744
20140910,210979312,238727776
20140911,228798016,244191936
20140912,214660944,232375344
20140913,217335088,242381760
20140914,255352672,227050832
20140915,223272096,255940240
20140916,268508704,243894032
20140917,217436256,250699968
20140918,230594704,247134496
20140919,241325392,261937744
20140920,245261792,260447664
20140921,246377696,270471168
20140922,231066240,279286880
20140923,233639744,277069056
20140924,273207232,256237216
20140925,242794016,287711424
20140926,239543760,255917792
20140927,243442288,252374848
20140928,248055376,259454048
20140929,239124704,261884784
20140930,262084160,268579904
