20140901,314044698,295724814
20140902,254721543,262389950
20140903,266554778,253649845
20140904,228506770,250402156
20140905,239859532,222774322
20140906,174804822,178304395
20140907,159489400,165888237
20140908,161536575,202550841
20140909,230619446,372744480
20140910,277361735,271235375
20140911,262234272,242968766
20140912,240157500,216572902
20140913,158069393,176207048
20140914,160462389,152725058
20140915,322532904,297329887
20140916,322361357,332321157
20140917,230725535,257156683
20140918,244016118,198440919
20140919,248373456,209852856
20140920,180728332,161630346
20140921,157607379,161042706
20140922,268508559,321259849
20140923,219023496,284129072
20140924,220040039,282083884
20140925,225314917,253636678
20140926,214788404,195542833
20140927,156757818,173115342
20140928,153459559,188889286
20140929,268911482,338827475
20140930,257035395,278699511
